Marital_Status,Occupation,Num_Bank_Accounts,Num_Credit_Cards,Credit_Utilization_Ratio,Outstanding_Debt,Monthly_Balance,Credit_Score,Credit_Mix,Num_Loans,Loan_Types,Credit_Inquiries,Total_EMI,Min_Amount_Paid,Payment_Behaviour,Collateral_Type,Collateral_Value,Interest_Rate,Due_Date_Delay,Delayed_Payments,Credit_Limit_Change
Single,Entrepreneur,9,1,36.143890197392594,1593.73,391.19681613048095,Standard,Bad,-5.0,sdv-pii-h2hzn,9.0,0.0,,Low_spent_Small_value_payments,Property,193327,63,-5,1.0,7.474191219266112
Engaged,Scientist,4,1,41.51328788148247,515.41,434.62902773723107,Standard,_,,sdv-pii-fhviy,13.0,0.0,,Low_spent_Small_value_payments,Property,75644,67,7,21.0,5.414150988537428
Married,Engineer,3,1,39.13306881004411,2687.65,903.791224540643,Standard,Standard,-7.0,sdv-pii-mia4b,11.0,0.0,,Low_spent_Small_value_payments,Vehicle,1893,10,28,11.0,12.498324776513439
Widowed,Mechanic,3,1,40.70695562451601,1875.94,496.20866744827185,Standard,Standard,6.0,,15.0,3422.9903928832705,,High_spent_Small_value_payments,Bonds,60485,1,30,12.0,1.3930698249941553
Single,Accountant,2,1,28.012594494866317,632.7,609.1008380316958,Standard,Good,4.0,sdv-pii-t6whu,14.0,820.2617555400712,,Low_spent_Small_value_payments,No Collateral,168932,83,12,17.0,0.539707856906964
Married,Teacher,13,1,37.296754560674096,3849.46,522.6600050399593,Standard,Good,-3.0,sdv-pii-isjo0,14.0,0.0,,!@9#%8,Stocks,103389,91,-4,17.0,10.643925084598212
Divorced,Writer,4,22,33.37343240205126,1685.89,654.1777646748185,Poor,Standard,-0.0,,7.0,936.7684927741359,,High_spent_Medium_value_payments,Property,61067,4,-5,8.0,-2.4783937276047068
Single,Accountant,4,1,24.357534553606115,1138.13,391.9297333831347,Good,Standard,-1.0,sdv-pii-v8lo3,5.0,3496.559036783747,,High_spent_Small_value_payments,Bonds,8613,12,-5,16.0,-3.44
In a Relationship,Scientist,6,1,34.91582763640591,4424.07,430.67183922886966,Poor,Bad,4.0,sdv-pii-y5htj,1.0,0.0,,Low_spent_Small_value_payments,Stocks,102468,49,36,19.0,4.4468178973464205
Single,Entrepreneur,9,7,41.51328788148247,4399.95,303.62647456835,Good,Standard,-4.0,sdv-pii-ef3l8,0.0,0.0,,High_spent_Medium_value_payments,Property,146890,93,15,5.0,4.718574858158439
Single,Media_Manager,1,1,30.62014854264801,1870.23,334.1947240514733,Good,Good,1.0,sdv-pii-an4ir,7.0,0.0,,High_spent_Small_value_payments,No Collateral,150277,69,19,8.0,3.109455079689634
Widowed,Developer,9,1,30.25517460326402,3229.04,530.6130601481234,Standard,Good,,sdv-pii-drmvy,3.0,5239.222834184135,,High_spent_Small_value_payments,Vehicle,57232,18,9,11.0,4.634375029541017
Engaged,Scientist,4,1,34.17168185806603,1296.52,287.1227075797665,Poor,Standard,3.0,sdv-pii-wgsx1,6.0,3521.9481556126016,,Low_spent_Small_value_payments,Bonds,13337,43,1,15.0,7.338276148736365
Married,Architect,4,15,37.525435825655336,3664.79,576.8085861629784,Standard,Standard,-2.0,sdv-pii-8nblo,13.0,1118.2340022153082,,!@9#%8,Bonds,149747,54,17,7.0,1.5573636457218027
In a Relationship,Mechanic,10,1,26.248545885836112,464.46,510.6237933912878,Standard,_,1.0,sdv-pii-8ervv,13.0,5037.349301353504,,High_spent_Medium_value_payments,Bonds,118774,101,-3,5.0,-2.866371782513908
In a Relationship,_______,4,18,33.98656368148042,1862.84,451.04812599204286,Good,Bad,-3.0,sdv-pii-5lat2,0.0,871.034309375183,,Low_spent_Small_value_payments,Vehicle,106069,24,-2,15.0,3.146648652135138
Single,Architect,2,24,39.443195608898705,4507.73,296.3948975412318,Standard,Good,4.0,sdv-pii-6duov,1.0,1368.3234021347714,,Low_spent_Medium_value_payments,Stocks,142903,1,62,1.0,-0.01815924665232771
Married,Developer,7,3,37.530498570078194,2032.6,535.2686816876184,Good,_,-7.0,sdv-pii-8mtgk,7.0,3780.1221903463734,,High_spent_Medium_value_payments,Stocks,156460,84,-5,16.0,-1.1042193329595245
Engaged,Musician,5,8,38.255616345752216,1324.79,1070.0858548422943,Poor,Bad,-3.0,sdv-pii-pz8u9,4.0,245.9741817993288,,Low_spent_Small_value_payments,Vehicle,107043,16,-4,1.0,-0.6098991697452254
Separated,Manager,1,1,24.255970193797317,,690.946018461464,Good,Standard,3.0,sdv-pii-e63tk,15.0,3558.8340974213893,,Low_spent_Large_value_payments,Stocks,56255,80,62,9.0,-1.6134942926021383
Widowed,Architect,5,1,41.23110860322475,1584.67,407.2740063246171,Poor,Bad,-7.0,sdv-pii-p0g5y,14.0,730.8565609292017,,Low_spent_Small_value_payments,Bonds,100345,41,22,15.0,3.5591655614087756
Married,Musician,6,1,34.537412064981,3622.21,553.1363984343811,Poor,Standard,-7.0,sdv-pii-hti5g,0.0,54.87946413556962,,High_spent_Medium_value_payments,Stocks,141906,23,-3,17.0,4.511557122202186
Single,Doctor,6,1,36.27101137380357,1078.2,417.7505115192224,Standard,_,6.0,,15.0,24.347099451077185,,!@9#%8,Vehicle,98373,17,18,20.0,2.2840827781634188
Single,Developer,8,1,28.20582608467782,3664.3,703.929476578097,Good,Bad,-0.0,sdv-pii-err91,4.0,1669.3364938993077,,High_spent_Small_value_payments,No Collateral,199002,97,-1,15.0,3.6746427106498425
Single,Journalist,4,1,29.828285704672204,1249.43,512.2482648947787,Poor,Bad,4.0,sdv-pii-zdihm,4.0,3916.007231776106,,Low_spent_Small_value_payments,No Collateral,102560,89,14,1.0,-0.05165663751661764
Married,Manager,7,25,38.977328860928466,2487.81,543.8804798200728,Poor,_,-100.0,sdv-pii-8h7jf,13.0,680.3737528687415,,High_spent_Medium_value_payments,No Collateral,199002,16,1,19.0,0.5227817283139666
Widowed,Engineer,0,24,31.099283037030634,1388.31,238.21113538420371,Standard,Standard,6.0,sdv-pii-uglvi,11.0,1555.9056519938893,,Low_spent_Small_value_payments,Property,126780,14,19,13.0,1.3132229127060517
Engaged,Accountant,0,1,37.16446206210163,1175.36,261.26962229289666,Poor,Standard,0.0,sdv-pii-gnvka,0.0,0.0,,High_spent_Medium_value_payments,Vehicle,175528,89,13,7.0,4.158915182198388
Engaged,Teacher,10,1,25.458316177318693,1938.46,495.6051358277681,Standard,Bad,5.0,,1.0,2985.0883760524694,,Low_spent_Medium_value_payments,Bonds,116529,105,25,3.0,3.401034475251139
Married,Architect,2,1,37.919894561857035,4984.82,546.6459493148527,Standard,Bad,3.0,sdv-pii-ioty4,0.0,4189.675711382908,,!@9#%8,Vehicle,121625,63,6,10.0,7.451915642790249
Divorced,Scientist,5,1,36.08880084866327,4088.19,537.5687422887733,Standard,Standard,3.0,sdv-pii-nry0p,5.0,3659.769141466221,,Low_spent_Medium_value_payments,No Collateral,65412,61,-5,11.0,1.335846801492397
Separated,Musician,3,1,34.3666824290095,79.78,239.00862297029602,Standard,Bad,3.0,sdv-pii-ochvz,14.0,5139.30674451757,,Low_spent_Small_value_payments,No Collateral,0,74,-5,19.0,6.017696849842358
Single,Scientist,5,1,26.096570884152246,797.67,468.15460373192286,Poor,Bad,-4.0,sdv-pii-ymrba,8.0,3390.953268460716,,!@9#%8,Vehicle,24437,34,-5,13.0,4.9018656348741505
Separated,Engineer,1,1,41.51328788148247,1941.67,594.5940699520195,Standard,Good,-100.0,sdv-pii-4bg35,2.0,0.0,,!@9#%8,Vehicle,199002,100,-4,6.0,-1.3643031816920752
Single,Journalist,4,1,30.450479581090566,3442.87,485.1066026020958,Good,Good,-3.0,sdv-pii-huf2r,2.0,2090.3876991010184,,High_spent_Medium_value_payments,Vehicle,111392,53,-1,11.0,5.8120607709853775
Married,Musician,3,1,34.763690640203635,4984.82,410.7828260802066,Standard,Standard,9.0,sdv-pii-tigej,9.0,93.50440806822752,,Low_spent_Medium_value_payments,Bonds,181578,82,19,6.0,0.907718825148244
Single,Lawyer,1,1,22.815804743489423,1665.61,599.2314258757908,Standard,Good,9.0,sdv-pii-43ahb,6.0,123.48037173271639,,High_spent_Large_value_payments,No Collateral,0,86,34,9.0,-3.44
Married,Entrepreneur,0,1,31.424951851916816,2739.9,329.60897885603674,Good,Good,-3.0,sdv-pii-psgaj,9.0,31823.945938949884,,High_spent_Small_value_payments,Bonds,0,1,20,15.0,-0.6156811692336328
Married,Architect,3,35,37.16143803563553,2861.34,248.37443049350597,Poor,Standard,-1.0,sdv-pii-chq26,7.0,3660.160119566063,,!@9#%8,Vehicle,151402,21,-1,23.0,-1.8445545159607306
Engaged,Lawyer,8,1,39.01589123263155,1385.8,445.3478594685495,Standard,Bad,1.0,sdv-pii-8hyun,5.0,0.0,,High_spent_Small_value_payments,Stocks,199002,94,-5,11.0,3.692862608888605
Engaged,Engineer,4,1,35.64338537002599,814.19,635.5453542827106,Standard,Standard,-100.0,sdv-pii-uj5hr,14.0,3362.4004995270616,,High_spent_Large_value_payments,Vehicle,136995,32,8,15.0,4.062142804618823
Married,Scientist,8,1,30.700525321357322,1301.54,282.48075227596985,Standard,Good,-95.0,sdv-pii-zfp0n,10.0,2840.2799053827766,,Low_spent_Large_value_payments,Bonds,0,58,11,18.0,-3.44
Married,Entrepreneur,9,37,41.51328788148247,2226.98,697.6517390714891,Poor,Good,,sdv-pii-vebob,5.0,0.0,,Low_spent_Small_value_payments,Vehicle,66178,81,-5,5.0,-2.7522808812992556
Widowed,Entrepreneur,3,10,41.439901884143666,4108.61,1120.751173160778,Good,Standard,2.0,sdv-pii-up4lb,6.0,4512.111388870436,,Low_spent_Small_value_payments,Property,47099,41,-5,8.0,-2.3275642647542165
Married,Architect,4,1,29.527941279610562,4488.57,165.60121128456325,Standard,_,1.0,sdv-pii-rbv00,0.0,0.0,,Low_spent_Small_value_payments,No Collateral,52375,97,-4,17.0,1.5824523630155376
Separated,Media_Manager,4,1,38.237518199148724,,384.45046623715666,Standard,Bad,-1.0,sdv-pii-m9g5b,5.0,3270.93298155805,,Low_spent_Medium_value_payments,Bonds,141329,101,2,9.0,2.987126025582759
Married,Lawyer,13,1,22.53759303178384,923.17,352.42248792963517,Standard,_,-5.0,,0.0,1053.7819514045595,,Low_spent_Small_value_payments,Vehicle,70095,10,7,5.0,3.6155767038305973
Single,Architect,9,11,31.129362531755493,4159.45,293.6199372124221,Poor,_,-4.0,sdv-pii-xrc1e,8.0,3869.5473213955943,,High_spent_Small_value_payments,Stocks,199002,73,-5,8.0,1.268339287676569
Widowed,Doctor,4,1,33.36092467342815,1823.71,493.3581384733923,Standard,_,4.0,sdv-pii-xkth4,8.0,1834.4515403369583,,High_spent_Medium_value_payments,Property,55842,40,10,18.0,20.131721416916733
Separated,Musician,12,1,34.5694452138395,1528.16,599.431769781954,Standard,Good,-5.0,sdv-pii-q9g8s,5.0,4673.094468517245,,!@9#%8,Stocks,90116,108,25,26.0,4.974796633698233
Single,Manager,13,9,24.646517436244757,3087.9,466.0325135420178,Poor,Bad,-5.0,,15.0,1363.072927951696,,Low_spent_Small_value_payments,Property,170949,79,10,6.0,5.455219468957821
Married,_______,5,1,39.57525779134526,1539.74,242.7682306347573,Poor,Standard,-4.0,sdv-pii-vng8j,3.0,2887.333172394987,,Low_spent_Small_value_payments,Bonds,0,85,22,5.0,1.6777612445127303
Single,Scientist,10,1,26.787588840109812,4984.82,595.8052787591819,Poor,Good,6.0,sdv-pii-5vqrc,9.0,1024.3980525939062,,Low_spent_Small_value_payments,Property,73302,43,23,9.0,3.976594483978924
Single,Entrepreneur,8,1,39.002403078549726,916.38,416.8495041213206,Standard,Good,9.0,sdv-pii-iffiu,13.0,2215.6755116545505,,High_spent_Medium_value_payments,Bonds,1007,24,12,10.0,0.2460350816981709
Widowed,Lawyer,3,1,31.99510906880855,1377.5,221.11565595695515,Standard,Good,-5.0,,3.0,4151.661961381273,,Low_spent_Small_value_payments,Bonds,25827,82,11,26.0,7.210938007255787
Single,Teacher,3,1,28.49813272007308,4984.82,560.9424241295948,Poor,Bad,7.0,sdv-pii-v3904,0.0,0.0,,Low_spent_Small_value_payments,Bonds,99483,75,21,14.0,-0.06863450362941403
Single,Musician,2,8,41.32490226301345,2141.58,388.4192805257268,Good,Standard,3.0,sdv-pii-05gl0,12.0,0.0,,Low_spent_Small_value_payments,No Collateral,127053,82,6,18.0,0.9340227108557402
Single,Scientist,7,1,25.11347953447158,2623.76,426.35178242610834,Poor,Bad,2.0,,5.0,1100.5223498183718,,High_spent_Small_value_payments,Bonds,199002,67,26,18.0,7.349809055453683
Engaged,Accountant,4,1,31.440174351163744,1688.06,462.92949446367857,Poor,_,-3.0,sdv-pii-ny9cc,12.0,2565.250064145511,,Low_spent_Medium_value_payments,Stocks,199002,102,-5,24.0,-3.44
Widowed,Entrepreneur,6,1,31.90096620268654,4288.15,459.1731341593718,Poor,Standard,9.0,sdv-pii-l30ln,6.0,2746.8340726759743,,High_spent_Small_value_payments,No Collateral,174216,64,8,,2.735192826123301
Married,Entrepreneur,11,1,35.29251468235104,1147.89,577.4068290460546,Standard,Bad,-2.0,sdv-pii-l6ae9,0.0,21926.849199698518,,High_spent_Small_value_payments,Vehicle,123467,82,20,9.0,-0.6954027175314517
Married,Musician,0,16,40.19978707218748,1066.45,373.67413611099914,Standard,_,7.0,sdv-pii-save5,3.0,2005.8580616781444,,Low_spent_Small_value_payments,Stocks,88475,36,29,11.0,15.543423409158134
Married,Media_Manager,6,18,27.580109843480965,1022.5,607.9381197862209,Standard,Bad,7.0,sdv-pii-0lxgl,13.0,0.0,,Low_spent_Medium_value_payments,Stocks,39412,79,4,18.0,2.5423345880538237
Divorced,Lawyer,9,1,29.84142218167151,1399.58,180.47168370153796,Standard,Bad,-3.0,sdv-pii-q9qrr,1.0,81050.0,,!@9#%8,Vehicle,199002,31,-5,4.0,7.469446253410641
Single,Scientist,3,7,40.56020109187893,1955.35,436.1311981094931,Poor,Good,-77.0,sdv-pii-adblb,0.0,665.7717542619357,,Low_spent_Small_value_payments,Property,141963,57,18,21.0,1.5866961662422012
Separated,_______,10,1,40.85374341531163,1661.78,591.2077202704947,Good,Bad,3.0,sdv-pii-msjc0,4.0,0.0,,High_spent_Large_value_payments,Stocks,165790,31,8,26.0,0.6113059512946633
Single,Mechanic,8,13,35.79111871771144,4984.82,349.7069568041163,Standard,Good,9.0,,13.0,0.0,,High_spent_Small_value_payments,Vehicle,117138,69,21,12.0,1.5918964502836266
Separated,Lawyer,11,1,39.10537723463567,4388.16,290.2385260936081,Poor,_,7.0,sdv-pii-kyhny,4.0,2784.0987637541684,,High_spent_Large_value_payments,Property,199002,3,5,4.0,4.378933568868961
Single,Engineer,0,15,38.45922554430718,4984.82,621.1553906700211,Standard,Standard,-5.0,sdv-pii-3ljkt,5.0,1295.5961362156725,,High_spent_Small_value_payments,Vehicle,118101,71,21,6.0,-2.0582731274018924
In a Relationship,Developer,11,1,31.305547907055125,1967.8,414.43696049183706,Standard,Standard,2.0,sdv-pii-3epnk,5.0,3526.585121429317,,Low_spent_Small_value_payments,Bonds,137106,95,-5,9.0,3.6866683674956393
Divorced,Journalist,2,1,34.91482817275642,1749.22,262.2446500307213,Poor,Good,-1.0,sdv-pii-ott8m,5.0,4102.119007834606,,Low_spent_Large_value_payments,Property,14688,27,5,20.0,-0.650005697113186
Married,Accountant,4,1,27.926347889414053,4984.82,663.4885806348713,Poor,Standard,0.0,sdv-pii-u1non,8.0,0.0,,!@9#%8,Stocks,62736,64,-4,18.0,2.716383252819127
Married,Musician,8,1,38.35012778853545,1335.51,367.04305180025574,Standard,Standard,-1.0,sdv-pii-dtf2f,8.0,3138.7717051144773,,Low_spent_Large_value_payments,Vehicle,0,60,-5,11.0,4.4161723714357155
Single,Media_Manager,7,1,36.367610399392085,35.54,316.0306864757621,Good,_,-1.0,sdv-pii-ip125,13.0,4184.461751454091,,High_spent_Small_value_payments,Bonds,0,107,14,9.0,3.109069701497278
Engaged,Entrepreneur,11,1,32.94127505541187,4984.82,572.2247457295666,Poor,Bad,-4.0,sdv-pii-hwioq,10.0,0.0,,Low_spent_Small_value_payments,Bonds,60616,19,10,18.0,3.5360047300291226
Single,Entrepreneur,12,1,23.063941286887367,925.98,409.8389937276954,Good,Standard,,sdv-pii-muwjw,10.0,4043.310734506929,,Low_spent_Small_value_payments,Stocks,128347,88,10,17.0,3.996694178770416
Engaged,Doctor,6,1,40.59966361743191,1134.55,788.2378536329422,Standard,Bad,-3.0,sdv-pii-wn39j,4.0,263.3450739608439,,High_spent_Small_value_payments,No Collateral,199002,93,28,9.0,19.9412121792203
Married,Media_Manager,13,1,32.129348948342965,4663.8,540.2172314440629,Poor,Standard,9.0,sdv-pii-lasea,9.0,1127.6947249277168,,Low_spent_Small_value_payments,Vehicle,108619,10,42,22.0,-2.2041669635237797
Separated,Journalist,3,1,41.342546885263076,1583.19,399.5172563361958,Standard,Standard,-2.0,sdv-pii-ez6ds,0.0,0.0,,High_spent_Small_value_payments,Stocks,25892,23,23,1.0,3.635693312811255
Married,Entrepreneur,10,1,33.42321763594424,3437.22,274.69033997631504,Standard,Good,2.0,sdv-pii-57wvr,10.0,4062.9540254015424,,High_spent_Large_value_payments,Property,3627,77,5,2.0,6.2364512090001405
Separated,Engineer,1,1,26.975268129189942,3321.2,233.42085831861374,Standard,Standard,1.0,sdv-pii-0xuhq,0.0,0.0,,Low_spent_Medium_value_payments,Stocks,199002,72,7,11.0,4.031395461922358
Divorced,Architect,4,1,36.33209149427562,928.17,359.7543990422991,Standard,Standard,-100.0,sdv-pii-jjjgc,8.0,977.7020913385779,,High_spent_Medium_value_payments,Bonds,30891,64,-5,,7.394171284019606
Single,Lawyer,5,1,32.54707406833029,1023.1,472.93834839023884,Good,Standard,3.0,sdv-pii-hsc0u,9.0,0.0,,Low_spent_Small_value_payments,Vehicle,191295,105,5,6.0,2.1398418894689835
Separated,Engineer,6,1,41.51328788148247,463.82,260.6002829502687,Standard,Bad,4.0,sdv-pii-g4bo8,5.0,3702.9682600466413,,Low_spent_Medium_value_payments,Stocks,144811,76,36,19.0,1.0472595591593192
Married,Engineer,6,1,41.13829920804708,589.38,402.3563096302202,Standard,_,5.0,,1.0,3632.3348799248015,,Low_spent_Medium_value_payments,Vehicle,113149,28,5,,3.533728610808695
Married,Architect,9,1,35.491067708558695,254.67,370.2321981560375,Standard,Good,1.0,sdv-pii-ugfh3,6.0,2572.550331441458,,Low_spent_Small_value_payments,Vehicle,163894,66,10,9.0,4.131851152930754
Single,Accountant,9,1,38.25074505879937,3499.68,525.8868132361397,Standard,Bad,-7.0,sdv-pii-hi8k4,2.0,0.0,,!@9#%8,Property,199002,89,13,21.0,1.705663276514386
Separated,Lawyer,0,1,26.28817976976764,1018.8,1012.0426197690167,Standard,Standard,-5.0,sdv-pii-itccr,3.0,0.0,,!@9#%8,Vehicle,0,102,4,24.0,10.022855460016444
Single,Mechanic,7,1,33.56976869962221,1490.79,494.53153469229574,Poor,Bad,-4.0,sdv-pii-7sv5s,3.0,3120.498387702746,,Low_spent_Small_value_payments,Property,136001,104,22,13.0,1.2333103335658944
Separated,Media_Manager,4,26,35.572159547117955,4714.07,263.5499129403066,Good,Standard,0.0,,6.0,331.09093764330464,,High_spent_Small_value_payments,Property,54831,77,-5,15.0,0.4581662091946459
Single,Musician,8,1,36.4640085703151,1406.98,481.8917788607987,Good,Standard,-5.0,sdv-pii-2svnw,5.0,3015.4988937900425,,!@9#%8,Property,156264,68,-5,2.0,-1.6025047127554108
Widowed,Teacher,8,1,36.33432541937242,395.22,497.0040508454827,Poor,Good,-2.0,sdv-pii-ysx3y,6.0,1973.8414334643483,,High_spent_Small_value_payments,Property,24171,66,18,7.0,5.16755305498195
Married,Scientist,0,35,32.394701667501366,1606.07,199.75148077913667,Poor,Good,-4.0,sdv-pii-2sq68,13.0,3822.3581593522053,,High_spent_Medium_value_payments,Property,0,85,-5,8.0,0.327278243719336
Single,Musician,4,1,27.3532382490204,3934.45,648.6083598562724,Standard,Good,2.0,sdv-pii-cl1i6,1.0,0.0,,Low_spent_Large_value_payments,No Collateral,0,3,4,18.0,-0.14490688394057383
Single,Entrepreneur,9,1,26.841302377482275,2162.3,169.49767916257443,Poor,Bad,4.0,sdv-pii-54jq8,7.0,802.7120059686202,,Low_spent_Medium_value_payments,Stocks,122578,16,9,13.0,-0.5189253741924658
Divorced,Musician,5,1,32.43243906961265,2020.35,1120.751173160778,Standard,_,3.0,sdv-pii-tpmit,0.0,0.0,,High_spent_Medium_value_payments,Vehicle,145137,93,22,15.0,4.269734296403625
Separated,Accountant,8,1,33.37839040895541,4203.59,235.21363980798202,Poor,Standard,-100.0,sdv-pii-qlrj2,10.0,3265.656671817716,,Low_spent_Small_value_payments,Stocks,59448,69,-5,13.0,3.970445347090399
Engaged,Accountant,8,1,41.51328788148247,1844.08,628.3665401843689,Standard,Good,2.0,sdv-pii-dwztq,15.0,3927.3194166401668,,High_spent_Medium_value_payments,Property,0,53,17,22.0,1.2020754642405462
Single,Architect,0,1,33.348114369750995,4984.82,637.6649194459579,Standard,Standard,,sdv-pii-oajlm,10.0,0.0,,Low_spent_Small_value_payments,Bonds,0,51,1,17.0,4.802942413255861
Widowed,Entrepreneur,4,1,39.520931836825,1420.91,86.47531770890006,Standard,Good,-3.0,,2.0,0.0,,Low_spent_Medium_value_payments,Bonds,14034,61,34,16.0,
Engaged,Lawyer,9,1,41.51328788148247,1589.46,387.77311866659966,Standard,Bad,4.0,sdv-pii-7hpno,12.0,2140.9919773398547,,Low_spent_Large_value_payments,Stocks,45330,9,25,15.0,1.7804120531975922
Married,Entrepreneur,3,1,32.45212196479521,999.94,330.90291055146616,Good,_,0.0,,0.0,0.0,,Low_spent_Small_value_payments,Stocks,93947,8,31,3.0,9.340779422884856
Married,Musician,7,1,40.913114883577634,4599.57,272.066513799065,Standard,Standard,7.0,sdv-pii-zhg8g,3.0,0.0,,Low_spent_Small_value_payments,Bonds,183880,74,2,19.0,0.3035333753373264
Widowed,Developer,5,1,23.177128494142686,1687.07,440.9556070030894,Standard,_,4.0,sdv-pii-421da,15.0,1276.5541248569832,,Low_spent_Small_value_payments,Vehicle,0,33,1,14.0,0.09507925574444798
Widowed,_______,0,1,30.77522493863587,1999.58,189.11571675142488,Standard,Standard,-2.0,sdv-pii-zmk6l,1.0,68.64028929249245,,Low_spent_Small_value_payments,Stocks,141333,109,26,6.0,2.238507992933532
Widowed,Musician,8,1,30.76568304896847,2014.46,497.2410641686317,Poor,Good,-6.0,sdv-pii-fozlu,8.0,81050.0,,Low_spent_Small_value_payments,No Collateral,103667,50,1,3.0,1.5415584967244698
Divorced,Doctor,8,1,26.77340250956649,1569.73,981.2396108266905,Standard,Bad,7.0,sdv-pii-tnakp,4.0,439.1229985021695,,High_spent_Medium_value_payments,Bonds,196598,46,29,21.0,1.9428021985172172
Single,Lawyer,4,1,29.814685882682724,1470.24,466.60748387254455,Poor,Good,-4.0,sdv-pii-1zfpl,0.0,486.9954464461465,,Low_spent_Small_value_payments,Vehicle,199002,96,-5,15.0,9.145965688974865
Married,Mechanic,7,1,35.71544607595353,1651.49,1120.751173160778,Poor,_,5.0,sdv-pii-m2t61,15.0,1092.978797691576,,Low_spent_Small_value_payments,Stocks,0,20,24,22.0,1.22946915437152
Single,Scientist,0,1,29.083134129843526,,538.9926060773457,Standard,Good,-4.0,sdv-pii-rtrkp,7.0,0.0,,Low_spent_Small_value_payments,No Collateral,111208,79,41,6.0,3.0516437077255354
Divorced,Scientist,4,1,37.533692417870924,4273.95,356.95352578444266,Good,Standard,4.0,sdv-pii-jn0pz,6.0,1079.8342689882338,,Low_spent_Small_value_payments,Vehicle,143631,53,23,14.0,6.713726844297284
